"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"QuoVadis","QuoVadis Limited","","QuoVadis Root CA 1 G3","78585f2ead2c194be3370735341328b596d46593","8A:86:6F:D1:B2:76:B5:7E:57:8E:92:1C:65:82:8A:2B:ED:58:E9:F2:F2:88:05:41:34:B7:F1:F4:BF:C9:CC:74","75:21:FA:24:85:29:9C:38:CA:D3:26:A6:75:56:3D:4F:98:77:F0:18:94:1A:BE:C7:E5:9A:A8:23:3E:A2:50:76","2012 Jan 12","2042 Jan 12","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=926541","NSS 3.16.3","Firefox 32","https://qvsslrca1g3-ssl-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","","Ernst & Young, LLP","WebTrust","2017.03.31"
"QuoVadis","QuoVadis Limited","","QuoVadis Root CA 2","0509","85:A0:DD:7D:D7:20:AD:B7:FF:05:F8:3D:54:2B:20:9D:C7:FF:45:28:F7:D6:77:B1:83:89:FE:A5:E5:C4:9E:86","3B:E6:F1:4E:3F:B7:C6:4F:A0:60:02:58:74:11:FE:38:8E:93:5C:5B:92:4A:39:01:01:03:98:9E:C1:CC:5C:47","2006 Nov 24","2031 Nov 24","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.8024.0.2.100.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=365281","NSS 3.11.8","Firefox 2","https://qvsslrca2-ev-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","https://cert.webtrust.org/SealFile?seal=2221&file=pdf","Ernst & Young, LLP","WebTrust","2017.03.31"
"QuoVadis","QuoVadis Limited","","QuoVadis Root CA 2 G3","445734245b81899b35f2ceb82b3b5ba726f07528","8F:E4:FB:0A:F9:3A:4D:0D:67:DB:0B:EB:B2:3E:37:C7:1B:F3:25:DC:BC:DD:24:0E:A0:4D:AF:58:B4:7E:18:40","D6:19:C1:38:A5:45:2C:F1:B4:6D:56:5F:C3:71:16:92:3B:5F:FA:84:95:FE:F5:80:A9:91:06:09:A1:F2:D3:74","2012 Jan 12","2042 Jan 12","RSA 4096 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.8024.0.2.100.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=926541","NSS 3.16.3","Firefox 32","https://qvsslrca2g3-ev-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","https://cert.webtrust.org/SealFile?seal=2221&file=pdf","Ernst & Young, LLP","WebTrust","2017.03.31"
"QuoVadis","QuoVadis Limited","","QuoVadis Root CA 3","05c6","18:F1:FC:7F:20:5D:F8:AD:DD:EB:7F:E0:07:DD:57:E3:AF:37:5A:9C:4D:8D:73:54:6B:F4:F1:FE:D1:E1:8D:35","E5:5B:35:9C:C1:37:0D:BB:FE:E0:01:75:90:B6:E4:CB:CC:41:E9:C3:13:D0:DA:7E:F2:9C:C0:C5:CB:BC:C9:F3","2006 Nov 24","2031 Nov 24","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=365281","NSS 3.11.8","Firefox 2","https://qvsslrca3-ssl-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","","Ernst & Young, LLP","WebTrust","2017.03.31"
"QuoVadis","QuoVadis Limited","","QuoVadis Root CA 3 G3","2ef59b0228a7db7affd5a3a9eebd03a0cf126a1d","88:EF:81:DE:20:2E:B0:18:45:2E:43:F8:64:72:5C:EA:5F:BD:1F:C2:D9:D2:05:73:07:09:C5:D8:B8:69:0F:46","05:32:74:EB:4F:E1:3F:80:93:74:AF:78:79:28:4A:03:67:8F:40:42:E6:E9:4D:25:4E:2F:6D:4A:74:8E:1B:04","2012 Jan 12","2042 Jan 12","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=926541","NSS 3.16.3","Firefox 32","https://qvsslrca3g3-ssl-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","","Ernst & Young, LLP","WebTrust","2017.03.31"
"QuoVadis","QuoVadis Limited","Root Certification Authority","QuoVadis Root Certification Authority","3ab6508b","A4:5E:DE:3B:BB:F0:9C:8A:E1:5C:72:EF:C0:72:68:D6:93:A2:1C:99:6F:D5:1E:67:CA:07:94:60:FD:6D:88:73","0B:F1:DA:DC:21:86:72:7D:78:2B:63:0C:E0:AA:EE:79:A7:16:F5:4E:C1:26:15:24:A4:4E:27:EE:2B:E8:DC:14","2001 Mar 19","2021 Mar 17","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=238381","NSS 3.9.6","Firefox 1","https://qvsslrca-ssl-v.quovadisglobal.com","","http://www.quovadisglobal.com","Bermuda, Global","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA2_CPCPS_v1.19.ashx","https://www.quovadisglobal.com/~/media/Files/Repository/QV_RCA1_RCA3_CPCPS_V4_19.ashx","https://cert.webtrust.org/SealFile?seal=2223&file=pdf","https://cert.webtrust.org/SealFile?seal=2222&file=pdf","","Ernst & Young, LLP","WebTrust","2017.03.31"
"SECOM Trust Systems CO., LTD.","SECOM Trust.net","Security Communication RootCA1","SECOM Trust.net - Security Communication RootCA1","00","E7:5E:72:ED:9F:56:0E:EC:6E:B4:80:00:73:A4:3F:C3:AD:19:19:5A:39:22:82:01:78:95:97:4A:99:02:6B:6C","8E:27:07:51:0E:F1:95:7F:0E:67:83:8A:C4:EC:0B:D2:0D:1D:83:20:16:4B:FF:44:F1:6D:60:DC:AA:78:9B:00","2003 Sep 30","2023 Sep 30","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=260259","NSS 3.9.5","Firefox 1","https://pfwtest.secomtrust.net/","","http://www.secomtrust.net/","Japan","https://repo1.secomtrust.net/spcpp/pfw/pfwevca/PfWEVCA-CP.pdf","https://repository.secomtrust.net/SC-Root/SCRootCPS.pdf","https://cert.webtrust.org/SealFile?seal=2321&file=pdf","https://cert.webtrust.org/SealFile?seal=2323&file=pdf","https://cert.webtrust.org/SealFile?seal=2322&file=pdf","KPMG","WebTrust","2017.08.31"
"SECOM Trust Systems CO., LTD.","SECOM Trust Systems CO.,LTD.","Security Communication EV RootCA1","Security Communication EV RootCA1","00","A2:2D:BA:68:1E:97:37:6E:2D:39:7D:72:8A:AE:3A:9B:62:96:B9:FD:BA:60:BC:2E:11:F6:47:F2:C6:75:FB:37","36:9A:A5:21:C1:E4:48:B7:CC:63:72:D3:D6:9B:41:F1:AE:AE:60:30:97:D6:70:06:DB:A7:0C:C0:6A:8E:14:30","2007 Jun 06","2037 Jun 06","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.2.392.200091.100.721.1","https://bugzilla.mozilla.org/show_bug.cgi?id=394419","NSS 3.12.4","Firefox 3.5","https://repo2.secomtrust.net/ev.gif","","http://www.secomtrust.net/","Japan","https://repository.secomtrust.net/EV-Root1/index.html","https://repository.secomtrust.net/EV-Root1/index.html","https://bugzilla.mozilla.org/attachment.cgi?id=8805235","https://bugzilla.mozilla.org/attachment.cgi?id=8805235","https://bugzilla.mozilla.org/attachment.cgi?id=8805235","PwC - PricewaterhouseCoopers International Limited","WebTrust","2016.08.22"
"SECOM Trust Systems CO., LTD.","SECOM Trust Systems CO.,LTD.","Security Communication RootCA2","Security Communication RootCA2","00","51:3B:2C:EC:B8:10:D4:CD:E5:DD:85:39:1A:DF:C6:C2:DD:60:D8:7B:B7:36:D2:B5:21:48:4A:A4:7A:0E:BE:F6","DC:31:55:F3:F2:5C:C4:EA:F8:D8:E8:DA:CB:D3:E1:CC:22:4E:00:D4:CC:B3:04:DE:9E:F8:BA:35:95:AE:71:83","2009 May 29","2029 May 29","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","1.2.392.200091.100.721.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1096205","NSS 3.13.2","Firefox 11","https://ev2v.secomtrust.net/","None","http://www.secomtrust.net/","Japan","https://repo1.secomtrust.net/spcpp/pfw/pfwevca/PfWEVCA-CP.pdf","https://repository.secomtrust.net/SC-Root/SCRootCPS.pdf","https://cert.webtrust.org/SealFile?seal=2321&file=pdf","https://cert.webtrust.org/SealFile?seal=2323&file=pdf","https://cert.webtrust.org/SealFile?seal=2322&file=pdf","KPMG","WebTrust","2017.08.31"
"SK ID Solutions AS","AS Sertifitseerimiskeskus","","EE Certification Centre Root CA","5480f9a073ed3f004cca89d8e371e64a","3E:84:BA:43:42:90:85:16:E7:75:73:C0:99:2F:09:79:CA:08:4E:46:85:68:1F:F1:95:CC:BA:8A:22:9B:8A:76","67:6F:5D:B3:D8:D0:D3:AD:70:7A:AA:86:9F:AD:EE:0E:CA:C4:4A:5D:9A:F7:CD:8D:DA:C3:A3:5B:E9:AF:E5:2B","2010 Oct 30","2030 Dec 17","RSA 2048 bits","sha1WithRSAEncryption","Websites","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=624356","NSS 3.14","Firefox 18","https://sk.ee/en/repository/certs/","","http://www.sk.ee/","Baltic region (Estonia, Lithuania, Latvia)","https://sk.ee/upload/files/SK-CP-TLS-EN-v5_0-20171130.pdf","https://sk.ee/upload/files/SK-CPS-KLASS3-EN-v5_0-20171130.pdf","https://sk.ee/upload/files/AA2017112401_Audit%20Attestation_final.pdf","https://sk.ee/upload/files/AA2017112401_Audit%20Attestation_final.pdf","https://sk.ee/upload/files/AA2017112401_Audit%20Attestation_final.pdf","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.11.24"
"SSL.com","SSL Corporation","","SSL.com EV Root Certification Authority ECC","2c299c5b16ed0595","22:A2:C1:F7:BD:ED:70:4C:C1:E7:01:B5:F4:08:C3:10:88:0F:E9:56:B5:DE:2A:4A:44:F9:9C:87:3A:25:A7:C8","87:33:B4:5A:BC:04:58:A8:C5:49:F5:43:58:0C:96:AD:19:8C:A0:ED:99:05:65:11:55:86:85:22:0D:49:BA:8C","2016 Feb 12","2041 Feb 12","EC secp384r1","ecdsaWithSHA256","Websites","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ev-ecc.ssl.com/","No","https://www.ssl.com/","USA, Global","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTCA-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTBR-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://cert.webtrust.org/SealFile?seal=2286&file=pdf","BDO International Limited","WebTrust","2017.07.27"
"SSL.com","SSL Corporation","","SSL.com EV Root Certification Authority RSA R2","56b629cd34bc78f6","2E:7B:F1:6C:C2:24:85:A7:BB:E2:AA:86:96:75:07:61:B0:AE:39:BE:3B:2F:E9:D0:CC:6D:4E:F7:34:91:42:5C","99:C0:B1:1A:1C:AA:B0:88:00:79:E9:29:C0:AE:65:A1:35:62:4F:A9:3D:3F:FA:C2:41:17:DE:AF:33:8C:8A:40","2017 May 31","2042 May 30","RSA 4096 bits","sha256WithRSAEncryption","Websites","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ev-rsa.ssl.com","No","https://www.ssl.com/","USA, Global","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTCA-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTBR-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://cert.webtrust.org/SealFile?seal=2286&file=pdf","BDO International Limited","WebTrust","2017.07.27"
"SSL.com","SSL Corporation","","SSL.com Root Certification Authority ECC","75e6dfcbc1685ba8","34:17:BB:06:CC:60:07:DA:1B:96:1C:92:0B:8A:B4:CE:3F:AD:82:0E:4A:A3:0B:9A:CB:C4:A7:4E:BD:CE:BC:65","ED:F7:70:3B:AE:9B:C0:A4:20:10:AB:9E:F4:A9:2E:88:B4:4F:F3:7F:1E:68:10:AE:1E:61:0A:AB:EC:B5:01:F3","2016 Feb 12","2041 Feb 12","EC secp384r1","ecdsaWithSHA256","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ov-ecc.ssl.com","No","https://www.ssl.com/","USA, Global","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTCA-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTBR-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","","BDO International Limited","WebTrust","2017.07.27"
"SSL.com","SSL Corporation","","SSL.com Root Certification Authority RSA","7b2c9bd316803299","85:66:6A:56:2E:E0:BE:5C:E9:25:C1:D8:89:0A:6F:76:A8:7E:C1:6D:4D:7D:5F:29:EA:74:19:CF:20:12:3B:69","D2:8E:CE:72:02:92:F9:E7:56:C0:FF:66:73:0E:D9:84:96:EC:E7:F2:FF:40:88:36:E8:F2:89:9A:DA:DE:2B:10","2016 Feb 12","2041 Feb 12","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ov-rsa.ssl.com","No","https://www.ssl.com/","USA, Global","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/06/SSLcom_CP_CPS_Version_1_2_1.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTCA-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","https://www.ssl.com/app/uploads/2017/07/SSL-COM-WTBR-Indp-Accountant-Report-and-Mgmt-Assertion-FINAL-2017.pdf","","BDO International Limited","WebTrust","2017.07.27"
"Swisscom (Switzerland) Ltd","Swisscom","Digital Certificate Services","Swisscom Root CA 2","1e9e28e848f2e5efc37c4a1e5a1867b6","F0:9B:12:2C:71:14:F4:A0:9B:D4:EA:4F:4A:99:D5:58:B4:6E:4C:25:CD:81:14:0D:29:C0:56:13:91:4C:38:41","90:C0:A9:B0:34:A1:2A:48:9B:95:40:B6:43:6D:CA:E3:73:33:D0:83:8A:BD:82:CC:B4:C8:C5:9B:FA:8D:C7:D0","2011 Jun 24","2031 Jun 25","RSA 4096 bits","sha256WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=759732","NSS 3.15","Firefox 23","https://test-emerald-ca-2.pre.swissdigicert.ch/","","http://www.swissdigicert.ch/sdcs/portal/page?lang=en","Switzerland","https://www.swissdigicert.ch/sdcs/portal/open_pdf?file=english%2F012_CP_CPS_Diamant_Saphir_AU_2_16_756_1_83_en.pdf","https://www.swissdigicert.ch/sdcs/portal/open_pdf?file=english%2F012_CP_CPS_Diamant_Saphir_AU_2_16_756_1_83_en.pdf","https://bug1015839.bmoattachments.org/attachment.cgi?id=8920026","https://bug1015839.bmoattachments.org/attachment.cgi?id=8781165","","KPMG","ETSI EN 319 411","2017.09.11"
"SwissSign AG","SwissSign AG","","SwissSign Gold CA - G2","00bb401c43f55e4fb0","62:DD:0B:E9:B9:F5:0A:16:3E:A0:F8:E7:5C:05:3B:1E:CA:57:EA:55:C8:68:8F:64:7C:68:81:F2:C8:35:7B:95","5E:FB:7F:BB:95:DA:42:E3:C2:44:58:E0:A6:70:A0:5D:99:BE:F6:B0:5F:66:74:F3:49:83:F5:BD:70:C6:49:88","2006 Oct 25","2036 Oct 25","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","2.16.756.1.89.1.2.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=343756","NSS 3.11.9","Firefox 2","https://ev-g2-valid-cert-demo.swisssign.net/","","http://www.swisssign.com/","Switzerland","https://www.swisssign.com/de/repository","https://www.swisssign.com/de/repository","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017113001_Browser_Audit_Attestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017113001_Browser_Audit_Attestation_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/AA2017113001_Browser_Audit_Attestation_s.pdf","TÜViT - TÜV Informationstechnik GmbH","ETSI EN 319 411","2017.11.30"
"SwissSign AG","SwissSign AG","","SwissSign Platinum CA - G2","4eb200670c035d4f","3B:22:2E:56:67:11:E9:92:30:0D:C0:B1:5A:B9:47:3D:AF:DE:F8:C8:4D:0C:EF:7D:33:17:B4:C1:82:1D:14:36","E1:1C:7F:6B:3B:39:62:61:B3:47:D5:BD:64:B8:23:BD:03:63:D1:A4:0C:3F:0D:47:1A:98:81:43:AC:FC:1C:F3","2006 Oct 25","2036 Oct 25","RSA 4096 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=343756","NSS 3.11.9","Firefox 2","","","http://www.swisssign.com/","Switzerland","http://swisssign.com/repository","http://repository.swisssign.com/SwissSign-Platinum-CP-CPS.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8861552","https://bugzilla.mozilla.org/attachment.cgi?id=8861552","","KPMG","ETSI TS 102 042","2017.03.30"
"SwissSign AG","SwissSign AG","","SwissSign Silver CA - G2","4f1bd42f54bb2f4b","BE:6C:4D:A2:BB:B9:BA:59:B6:F3:93:97:68:37:42:46:C3:C0:05:99:3F:A9:8F:02:0D:1D:ED:BE:D4:8A:81:D5","0E:9E:F0:7B:09:6E:0E:47:4D:06:33:91:30:CC:51:C5:13:56:BF:BF:88:2A:E6:84:C4:3A:B5:CA:AE:93:71:B1","2006 Oct 25","2036 Oct 25","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=343756","NSS 3.11.9","Firefox 2","https://testsilverg2.swisssign.net","","http://www.swisssign.com/","Switzerland","http://swisssign.com/repository","http://repository.swisssign.com/SwissSign-Silver-CP-CPS.pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8861552","https://bugzilla.mozilla.org/attachment.cgi?id=8861552","","KPMG","ETSI TS 102 042","2017.03.30"
"T-Systems International GmbH (Deutsche Telekom)","Deutsche Telekom AG","T-TeleSec Trust Center","Deutsche Telekom Root CA 2","26","B6:19:1A:50:D0:C3:97:7F:7D:A9:9B:CD:AA:C8:6A:22:7D:AE:B9:67:9E:C7:0B:A3:B0:C9:D9:22:71:C1:70:D3","9C:06:C0:3B:8F:9E:B2:0F:98:09:02:BE:12:91:A7:14:3C:AE:25:F2:B9:A5:55:57:77:04:47:D2:4B:38:49:B7","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=378882","NSS 3.12.4","Firefox 3.5","https://root-ca2.test.telesec.de/","","http://www.t-systems.com/","Germany","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/83-t-telesec-globalroot-class-2","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/83-t-telesec-globalroot-class-2","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/Browser_Audit_Attestation_2017_V2.2_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6760UE_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2017.06.30"
"T-Systems International GmbH (Deutsche Telekom)","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 2","01","91:E2:F5:78:8D:58:10:EB:A7:BA:58:73:7D:E1:54:8A:8E:CA:CD:01:45:98:BC:0B:14:3E:04:1B:17:05:25:52","0F:0A:FC:4D:16:73:ED:DD:CD:B1:1A:28:B9:E6:88:AD:04:34:54:DE:33:93:0C:CF:44:8B:02:82:AD:77:ED:B4","2008 Oct 01","2033 Oct 01","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=892390","NSS 3.16","Firefox 29","https://root-class2.test.telesec.de/","","http://www.t-systems.com/","Germany","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/83-t-telesec-globalroot-class-2","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/83-t-telesec-globalroot-class-2","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/Browser_Audit_Attestation_2017_V2.2_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6760UE_s.pdf","","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2017.06.30"
"T-Systems International GmbH (Deutsche Telekom)","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 3","01","FD:73:DA:D3:1C:64:4F:F1:B4:3B:EF:0C:CD:DA:96:71:0B:9C:D9:87:5E:CA:7E:31:70:7A:F3:E9:6D:52:2B:BD","41:2D:55:5A:A1:AF:DE:0B:36:29:54:E0:66:CC:10:DD:3E:F6:B7:E2:7E:1D:B3:7B:DF:BB:A4:9A:F4:CE:34:34","2008 Oct 01","2033 Oct 01","RSA 2048 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.7879.13.24.1","https://bugzilla.mozilla.org/show_bug.cgi?id=669849","NSS 3.14","Firefox 18","https://root-class3.test.telesec.de/","","http://www.t-systems.com/","Germany","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/84-t-telesec-globalroot-class-3","https://www.telesec.de/en/public-key-infrastructure/support/root-certificates/category/84-t-telesec-globalroot-class-3","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/de/Browser_Audit_Attestation_2017_V2.2_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6761UE_s.pdf","https://www.tuvit.de/fileadmin/Content/TUV_IT/zertifikate/en/6761UE_s.pdf","TÜViT - TÜV Informationstechnik GmbH","ETSI TS 102 042","2017.06.30"
"Taiwan-CA Inc. (TWCA)","TAIWAN-CA","Root CA","TWCA Global Root CA","0cbe","59:76:90:07:F7:68:5D:0F:CD:50:87:2F:9F:95:D5:75:5A:5B:2B:45:7D:81:F3:69:2B:61:0A:98:67:2F:0E:1B","AC:FC:9A:26:90:71:67:C5:47:24:AE:C5:5B:EF:48:A1:22:E0:21:EB:A2:2D:B8:3D:9B:65:DD:41:EB:BE:D1:F8","2012 Jun 27","2030 Dec 31","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","1.3.6.1.4.1.40869.1.1.22.3","https://bugzilla.mozilla.org/show_bug.cgi?id=810133","NSS 3.15.4","Firefox 27","https://evssldemo3.twca.com.tw/index.html","","http://www.twca.com.tw/Portal/english/coporate_profile/mission.html","Taiwan","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","https://cert.webtrust.org/SealFile?seal=2197&file=pdf","https://cert.webtrust.org/SealFile?seal=2195&file=pdf","https://cert.webtrust.org/SealFile?seal=2196&file=pdf","KPMG","WebTrust","2017.02.16"
"Taiwan-CA Inc. (TWCA)","TAIWAN-CA","Root CA","TWCA Root Certification Authority","01","BF:D8:8F:E1:10:1C:41:AE:3E:80:1B:F8:BE:56:35:0E:E9:BA:D1:A6:B9:BD:51:5E:DC:5C:6D:5B:87:11:AC:44","47:43:4C:AA:89:E0:3E:FA:57:81:EE:FB:30:97:6A:B5:39:E4:35:33:0C:97:46:C1:15:B8:B1:E0:FB:28:B3:FE","2008 Aug 28","2030 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.40869.1.1.22.3","https://bugzilla.mozilla.org/show_bug.cgi?id=518503","NSS 3.12.11","Firefox 6.0.2","https://evssldemo.twca.com.tw/index.html","","http://www.twca.com.tw/Portal/english/coporate_profile/mission.html","Taiwan","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","https://cert.webtrust.org/SealFile?seal=2197&file=pdf","https://cert.webtrust.org/SealFile?seal=2195&file=pdf","https://cert.webtrust.org/SealFile?seal=2196&file=pdf","KPMG","WebTrust","2017.02.16"
